ID,"Sektor ID",Name,Kecamatan,Deskripsi,Image,Status,"Tanggal Awal","Tanggal Akhir"
95,4,"Sunt vitae porro et expedita enim et.",Lubuklinggau,"Accusamus voluptas quia maiores fuga. Iusto in vel aut sit aut eius. Tenetur consequatur modi eos.",example.jpg,Terbit,"2024-01-24 02:22:54",,"2024-10-19 06:36:00"
96,5,"Assumenda ratione rerum animi.","Tidore Kepulauan","Voluptates voluptas et ad laudantium et culpa officiis sapiente. Et saepe est eaque suscipit nihil. Dolores atque necessitatibus explicabo sequi ipsam eos illo.",example.jpg,Terbit,"2024-10-28 08:21:12",,"2024-01-02 11:07:22"
97,5,"Repudiandae et est quia sequi dolorum.",Pariaman,"Sunt ratione unde hic culpa. Blanditiis eos sit enim impedit voluptas exercitationem veritatis. Eligendi praesentium nisi et vero voluptatem sit ad. Ut aut consequuntur doloremque beatae.",example.jpg,Draf,"2023-12-21 10:30:15",,
98,6,"Non magnam praesentium blanditiis est blanditiis.",Bogor,"Quos soluta vitae sed voluptatum et fuga. Voluptatem blanditiis sit eum eligendi facilis nihil incidunt. Et quis expedita est ipsa dolorem maxime ea.",example.jpg,Terbit,"2023-11-14 16:39:07","2025-09-24 06:52:07","2024-05-19 14:31:56"
99,6,"Quia nobis quia atque mollitia non quis autem.",Padang,"Aut expedita quia quis magni voluptate earum sapiente qui. Minus laudantium hic enim facilis at et. Ut voluptates molestiae quam et.",example.jpg,Terbit,"2024-04-01 10:57:56",,"2024-06-26 04:43:51"
100,1,"Illum id perspiciatis rerum et iste molestiae.",Parepare,"Omnis quis qui iusto nam et. Officia natus minus qui est occaecati. Quia eos labore iure corrupti.",example.jpg,Draf,"2023-11-05 13:00:31",,
101,7,"Amet quasi ducimus veritatis debitis nobis.",Batu,"Optio in suscipit rerum quibusdam placeat. Quibusdam illo eos est excepturi voluptates est fugiat. Expedita vel laborum et vitae accusantium nulla. Et aliquam corrupti ut aliquam molestias. Laudantium tempora a provident sit unde qui.",example.jpg,Terbit,"2024-03-22 03:37:58",,"2024-03-13 07:35:34"
102,5,"Totam assumenda nobis et provident non.",Sukabumi,"Est in sit ab nihil est. Fugiat vel porro quas maiores vitae nemo quidem. Amet voluptatem quisquam officiis et ut nemo qui veniam. Quos sint eum et laboriosam.",example.jpg,Draf,"2024-05-01 03:24:20","2025-07-30 06:46:39",
103,2,"Est est neque similique vel.",Blitar,"Dolore labore autem qui sunt. Quod magnam occaecati adipisci eos eum inventore magni. Et eligendi sequi est maxime pariatur consequuntur autem aliquid.",example.jpg,Terbit,"2024-06-06 02:14:41",,"2023-12-03 10:04:23"
104,2,"Fugiat minima sed illo unde.","Pagar Alam","Sequi et ut quo deserunt. Provident illo est dicta. Debitis fugit ut quis ut magnam.",example.jpg,Terbit,"2024-01-25 22:44:38","2025-06-02 12:42:48","2023-12-25 09:37:08"
105,4,"Rerum magni et qui.",Tomohon,"Dignissimos excepturi qui consequatur earum ipsa necessitatibus. Ipsa natus ipsam occaecati unde. Incidunt et enim similique fuga iusto animi sed. Cupiditate in ratione ipsa numquam eveniet et molestiae cupiditate.",example.jpg,Draf,"2024-03-01 21:23:01",,
106,3,"Sint voluptatum voluptates voluptas repellat.",Gunungsitoli,"Molestiae aut quaerat rerum deleniti. Voluptatem et rerum aut error molestiae. Iusto dignissimos consequatur illo fugit unde impedit. Ipsa ab eligendi iste.",example.jpg,Draf,"2024-04-20 19:07:32",,
107,2,"Perferendis doloribus vitae qui sit non deserunt.",Cimahi,"Et nisi ipsa facere consequatur magni. Et inventore placeat est ad impedit est. Vel amet laboriosam voluptatum nam officia qui non sed.",example.jpg,Draf,"2023-12-31 04:31:33","2024-11-03 22:04:49",
108,1,"Eum dicta aperiam alias dolorum ipsa est quia.",Tarakan,"Libero veritatis sed sint facilis rerum odio. Voluptatem non esse neque ad. Voluptas temporibus placeat at.",example.jpg,Draf,"2024-06-09 13:21:43",,
109,3,"Ex praesentium perspiciatis suscipit commodi.",Tangerang,"Consequuntur nihil laboriosam est architecto. Quidem facere placeat doloremque eos sed temporibus. Impedit consequatur facere error et ipsum iusto.",example.jpg,Terbit,"2024-10-08 05:26:06",,"2024-10-17 01:04:04"
110,6,"Soluta excepturi rerum voluptas sed.",Bekasi,"Minima deserunt sunt itaque repudiandae quod. Iste et qui blanditiis veniam et.",example.jpg,Terbit,"2024-04-03 14:54:51","2025-05-04 23:03:13","2024-05-10 02:22:00"
111,4,"Vel nihil explicabo molestiae molestias.",Tanjungbalai,"Neque illo veritatis quo animi qui provident a. Animi odit natus est nam recusandae.",example.jpg,Draf,"2023-12-10 17:13:04","2025-07-24 06:21:55",
112,6,"Laboriosam id voluptatem et officiis alias.",Pematangsiantar,"Sunt provident quibusdam molestias consequatur perspiciatis id ea. Temporibus ut quas accusamus repellendus. Quo omnis beatae quisquam sit. Nulla eum id est sint ea et corporis.",example.jpg,Draf,"2024-10-09 02:47:40",,
113,7,"Veniam recusandae dolorem veritatis est ut.",Depok,"Odio debitis quia dolor ipsam voluptas. At corrupti voluptatum quod inventore et optio. Voluptate et eos nulla dolorem accusantium. Reiciendis est itaque dolorum molestiae aspernatur.",example.jpg,Draf,"2024-03-16 11:06:31",,
114,5,"Qui corporis beatae fugit sunt.",Kendari,"Qui nostrum numquam voluptatem consectetur. Reiciendis sint alias et saepe eos ut esse. Sapiente qui quibusdam omnis odio non enim.",example.jpg,Terbit,"2024-03-07 10:41:49","2024-12-14 05:33:54","2023-12-22 01:27:29"
115,4,"Quia laudantium maiores cum ad amet id.",Bontang,"Et expedita omnis fugiat est ab ab aut. Maxime consectetur doloremque et tenetur voluptatem ut. Eveniet ad nihil libero iusto in architecto. Autem consequatur molestiae asperiores enim velit aut vel.",example.jpg,Draf,"2023-12-11 05:17:13",,
116,1,"Aut molestias ea consequatur.",Magelang,"Omnis repudiandae fugiat impedit aut et. Praesentium reiciendis sunt quo magni rerum rerum repellat. Magnam dolor optio distinctio quas. Fugit ut nihil commodi cum asperiores ut accusamus.",example.jpg,Draf,"2024-01-28 16:16:49",,
117,7,"Est neque saepe ad autem repudiandae minus nobis.",Padangsidempuan,"Dolorem cumque culpa culpa maiores at. Est sapiente optio voluptatem repellat voluptatem blanditiis. Libero voluptates qui autem tempora in porro magni.",example.jpg,Draf,"2024-09-03 04:15:30",,
118,5,"Corrupti iure et sed odit.",Bandung,"Sit perspiciatis illo exercitationem distinctio molestiae. Quae esse in quae sed.",example.jpg,Terbit,"2024-05-23 08:01:18","2025-02-14 00:46:46","2024-09-01 14:53:42"
119,5,"Expedita numquam porro et cupiditate.",Binjai,"Quas eveniet officiis et incidunt. Et itaque blanditiis inventore ut in harum. In expedita ducimus laudantium hic qui. Unde consequatur repudiandae ipsam autem nam dolorum recusandae unde.",example.jpg,Terbit,"2024-05-08 03:02:38",,"2024-05-18 18:39:40"
120,3,"Et hic facilis est sed accusantium.",Kupang,"Id eos autem odit cumque aliquid soluta vero. Facilis veritatis maiores necessitatibus. Similique deleniti exercitationem quo ipsam dolor sequi. Nihil sunt doloremque accusamus voluptas.",example.jpg,Terbit,"2024-06-16 14:17:35",,"2024-08-17 21:52:27"
